,Unnamed: 0,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv,tsne1,tsne2,tsne3,tsne_clusters
3364,3364,1022285000,"Reza Shamshiri, CPA, PLLC",PLANO,TX,75093,BANK OF AMERICA NATL ASSOC,NC,541211,12-Jul-04,2004,84,2,1.0,0,0,1,1,Y,N,,31-Jul-04,95000.0,0.0,P I F,0.0,50000.0,25000.0,14.112996,0.596919,-8.913951,2
3365,3365,1022294007,SHIP TO SHORE FISH MRKT. & BBQ,EL GRANADA,CA,94018,GE CAP. SMALL BUS. FINAN CORP,TX,0,10-Mar-97,1997,108,3,1.0,0,0,1,0,0,N,,30-Jun-97,170000.0,0.0,P I F,0.0,170000.0,127500.0,-5.229651,-3.1784306,9.39506,1
3366,3366,1022295003,"Leah's Kitchen and Catering, L",Akron,OH,44313,"PNC BANK, NATIONAL ASSOCIATION",DE,722211,12-Jul-04,2004,84,2,2.0,0,0,1,1,N,N,,31-Aug-04,20000.0,0.0,P I F,0.0,20000.0,10000.0,-2.7836504,-0.22269602,-16.842415,0
3367,3367,1022305004,"TURBINE STANDARD, LTD.",HOLLAND,OH,43528,"PNC BANK, NATIONAL ASSOCIATION",OH,336412,12-Jul-04,2004,60,6,1.0,0,0,1,2,N,N,,31-Aug-04,75000.0,0.0,P I F,0.0,75000.0,37500.0,8.921045,-1.4341704,-1.5329901,2
3368,3368,1022314000,OK GRILL INTERNATIONAL RESTAUR,JERSEY,NJ,7302,BNB HANA BANK NATL ASSOC,NJ,0,10-Mar-97,1997,120,15,2.0,0,0,1,0,0,N,,30-Jun-97,100000.0,0.0,P I F,0.0,100000.0,80000.0,-11.781226,-5.69771,3.1556387,4
3369,3369,1022325010,Mary Compan dba Touch of Venus,DALLAS,TX,75214,BANK OF AMERICA NATL ASSOC,NC,812113,12-Jul-04,2004,84,1,1.0,0,0,1,1,Y,N,,31-Jul-06,10000.0,0.0,P I F,0.0,10000.0,5000.0,12.978907,0.2387859,-11.4463625,2
3370,3370,1022334006,"BJLJ COMPANY, LLC",EL CENTRO,CA,92243,"RABOBANK, NATIONAL ASSOCIATION",CA,0,10-Mar-97,1997,300,67,1.0,0,0,1,0,N,N,,30-Jun-97,290000.0,0.0,P I F,0.0,290000.0,217500.0,-5.5376663,-5.556869,5.6253147,3
3371,3371,1022335002,Yelena Zabelina,Owings Mills,MD,21117,WELLS FARGO BANK NATL ASSOC,SD,722110,12-Jul-04,2004,180,5,2.0,0,0,1,2,N,N,,31-Jul-04,250000.0,0.0,P I F,0.0,250000.0,125000.0,0.44908732,-0.92287713,-15.3094015,0
3372,3372,1022344009,NORTH RIDGE VETERINARY HOSPITA,MADISON,OH,44057,LAKE CNTY SMALL BUS. CORP,OH,541940,10-Mar-97,1997,240,13,1.0,10,13,1,0,N,N,,12-Aug-98,366000.0,0.0,P I F,0.0,366000.0,366000.0,4.349075,-7.324577,-2.272762,3
3373,3373,1022345005,"LEAH'S KITCHEN & CATERING, LLC",AKRON,OH,44303,"PNC BANK, NATIONAL ASSOCIATION",OH,722211,12-Jul-04,2004,60,2,2.0,0,0,1,1,Y,N,,31-Aug-04,15983.0,0.0,P I F,0.0,15000.0,7500.0,-2.8705785,0.017690863,-16.808538,0
3374,3374,1022354001,MONTESSORI EARTH SCHOOL,SAN ANTONIO,TX,78230,LOANS FROM OLD CLOSED LENDERS,DC,0,10-Mar-97,1997,306,6,1.0,0,0,1,0,0,N,,30-Nov-97,280200.0,0.0,P I F,0.0,280200.0,210150.0,-5.706362,-4.831643,5.949243,4
3375,3375,1022355008,"AK Jones, LLC",KNIGHTDALE,NC,27545,BANK OF AMERICA NATL ASSOC,NC,722110,12-Jul-04,2004,84,25,1.0,0,0,1,1,Y,N,,31-Jul-04,19154.0,0.0,P I F,0.0,15000.0,7500.0,15.321403,-0.32288432,0.2555522,2
3376,3376,1022365000,Castagna Enterprises Inc,MARGATE,FL,33063,BANK OF AMERICA NATL ASSOC,NC,812320,12-Jul-04,2004,41,1,2.0,0,0,1,1,T,N,16-May-08,31-Aug-04,10000.0,0.0,CHGOFF,10000.0,10000.0,5000.0,-3.2572122,-0.5901085,-16.329416,0
3377,3377,1022385006,Pamela M. Urbanmoore dba Artaz,EDGEFIELD,SC,29824,BANK OF AMERICA NATL ASSOC,NC,337127,12-Jul-04,2004,84,5,1.0,0,0,1,1,Y,N,,31-Jul-04,10000.0,0.0,P I F,0.0,10000.0,5000.0,18.725636,3.5240977,-1.7733665,2
3378,3378,1022395009,"Heritage Glass, Inc.",SPARTANBURG,SC,29303,BANK OF AMERICA NATL ASSOC,NC,327211,12-Jul-04,2004,68,14,2.0,0,0,1,1,Y,N,29-Mar-06,31-Oct-04,50000.0,0.0,CHGOFF,49700.0,50000.0,25000.0,-3.208045,1.4797469,-21.457191,0
3379,3379,1022405010,"Dodsman, LLC",DAYTON,OH,45431,"PNC BANK, NATIONAL ASSOCIATION",DE,445120,12-Jul-04,2004,84,2,1.0,0,0,1,1,N,N,,30-Sep-04,68000.0,0.0,P I F,0.0,68000.0,34000.0,17.351782,1.9696066,-3.2645538,2
3380,3380,1022415002,Larry E. Holst dba Smoke Dream,ANGEL FIRE,NM,87710,BANK OF AMERICA NATL ASSOC,NC,115310,12-Jul-04,2004,84,5,1.0,0,0,1,1,Y,N,,31-Jul-07,50000.0,0.0,P I F,0.0,50000.0,25000.0,12.410181,1.6732984,-5.931311,2
3381,3381,1022425005,"Saulnier Enterprises, Inc.",HOBE SOUND,FL,33455,BANK OF AMERICA NATL ASSOC,NC,561499,12-Jul-04,2004,84,1,2.0,0,0,1,1,Y,N,,31-Jul-07,10000.0,0.0,P I F,0.0,10000.0,5000.0,-3.3507936,-0.72931665,-18.631493,0
3382,3382,1022435008,"Unlimited Enterprise, LLC",KANSAS CITY,MO,64124,BANK OF AMERICA NATL ASSOC,NC,424410,12-Jul-04,2004,84,5,1.0,0,0,1,1,Y,N,13-Jun-12,31-Aug-04,63990.0,0.0,CHGOFF,27981.0,50000.0,25000.0,14.968295,2.4927645,-7.548653,2
3383,3383,1022445000,"JCP Tools, Inc.",MIAMI,FL,33177,BANK OF AMERICA NATL ASSOC,NC,423120,12-Jul-04,2004,84,2,2.0,0,0,1,1,Y,N,,30-Sep-05,10000.0,0.0,P I F,0.0,10000.0,5000.0,-3.5206459,-0.48551866,-20.029291,0
3384,3384,1022454007,C AND C GROCERY STORE,BAY SPRINGS,MS,39422,MAGNOLIA STATE BANK,MS,0,10-Mar-97,1997,180,2,2.0,0,0,1,0,N,Y,,30-Apr-97,85000.0,0.0,P I F,0.0,85000.0,68000.0,-10.238673,-5.570105,3.5463314,4
3385,3385,1022455003,"Oakfair Home Care, Inc.",ROYAL PALM BEACH,FL,33411,BANK OF AMERICA NATL ASSOC,NC,621610,12-Jul-04,2004,84,2,1.0,0,0,1,2,Y,N,,31-Aug-04,15000.0,0.0,P I F,0.0,15000.0,7500.0,8.306126,-1.4067656,0.32686162,2
3386,3386,1022464010,"ROBERT J. MATKOVICH, D.D.S.",CHULA VISTA,CA,91910,WELLS FARGO BANK NATL ASSOC,SD,621210,10-Mar-97,1997,292,7,1.0,0,0,1,0,0,N,,30-Jun-98,1703000.0,0.0,P I F,0.0,1703000.0,750000.0,-2.2254794,-8.738482,1.6511135,3
3387,3387,1022465006,Smoothy Bee LLC,OCOEE,FL,34761,BANK OF AMERICA NATL ASSOC,NC,722213,12-Jul-04,2004,43,3,1.0,0,0,1,1,T,N,16-Apr-13,31-Dec-04,10000.0,0.0,CHGOFF,9694.0,10000.0,5000.0,14.788069,1.4721446,0.24000269,2
3388,3388,1022485001,"Arshi Care, Inc.",WAYNE,MI,48184,"PNC BANK, NATIONAL ASSOCIATION",IL,621340,12-Jul-04,2004,60,3,2.0,0,0,1,1,Y,N,,31-Aug-04,17770.0,0.0,P I F,0.0,15000.0,7500.0,-2.8039663,0.6862177,-17.511753,0
3389,3389,1022494008,PAUL A. BROOKS AND C.P. AND SO,LOUISVILLE,CO,80027,VECTRA BK COLORADO NATL ASSOC,NM,233210,10-Mar-97,1997,300,2,1.0,0,0,1,0,0,N,,31-Mar-97,108000.0,0.0,P I F,0.0,108000.0,81000.0,-5.8415155,-3.9222605,5.733287,4
3390,3390,1022495004,"Firestopping Services, Inc.",MIAMI,FL,33177,BANK OF AMERICA NATL ASSOC,NC,423990,12-Jul-04,2004,24,4,1.0,0,0,1,1,N,N,1-Sep-09,31-Aug-04,100000.0,0.0,CHGOFF,40991.0,60000.0,30000.0,14.954692,5.618136,-2.1472847,2
3391,3391,1022505005,"C. Knight Trucking, Inc.",NOBLESVILLE,IN,46060,"PNC BANK, NATIONAL ASSOCIATION",DE,484220,12-Jul-04,2004,16,2,1.0,0,0,1,2,Y,N,22-May-08,31-Jul-04,26691.0,0.0,CHGOFF,19051.0,20000.0,10000.0,9.803506,-0.48352623,-0.4426914,2
3392,3392,1022514001,"CAFE BRIO, INC.",SPRINGFIELD,IL,62701,U.S. BANK NATIONAL ASSOCIATION,OH,0,10-Mar-97,1997,84,25,1.0,0,0,1,0,N,Y,,30-Apr-97,50000.0,0.0,P I F,0.0,50000.0,37500.0,-6.327157,-2.9995482,10.784344,1
3393,3393,1022515008,"AMR Appraisals, Inc.",SAN RAMON,CA,94583,BANK OF AMERICA NATL ASSOC,NC,531320,12-Jul-04,2004,84,4,2.0,0,0,1,1,Y,N,,31-Aug-04,17500.0,0.0,P I F,0.0,10000.0,5000.0,-2.0571618,3.9647808,-16.101936,0
3394,3394,1022525000,Terence Clarke dba Terence Cla,SAN FRANCISCO,CA,94105,BANK OF AMERICA NATL ASSOC,NC,711510,12-Jul-04,2004,84,1,2.0,0,0,1,1,Y,N,,31-Jul-04,15000.0,0.0,P I F,0.0,15000.0,7500.0,-2.1211877,2.8136795,-15.756111,0
3395,3395,1022534007,SNO-BIZ,ETOWAH,TN,37331,FIRST VOLUNTEER BANK,TN,0,10-Mar-97,1997,84,4,2.0,0,0,75985,0,N,Y,,31-Mar-97,45000.0,0.0,P I F,0.0,45000.0,36000.0,-1.856718,-14.564738,-4.4595566,3
3396,3396,1022535003,Tweyen Inc.,NORTHBROOK,IL,60062,BANK OF AMERICA NATL ASSOC,NC,811212,13-Jul-04,2004,84,3,1.0,0,0,1,1,Y,N,,30-Apr-06,50000.0,0.0,P I F,0.0,50000.0,25000.0,13.883086,-0.18054895,-11.504506,2
3397,3397,1022545006,Freddie Brown dba Freddie's Wh,MURFREESBORO,TN,37130,BANK OF AMERICA NATL ASSOC,NC,423990,13-Jul-04,2004,84,1,1.0,0,0,1,1,Y,N,,31-Jul-04,16166.0,0.0,P I F,0.0,10000.0,5000.0,17.948122,2.8364856,-1.6435814,2
3398,3398,1022555009,Q.L. Inc.,HIALEAH,FL,33012,BANK OF AMERICA NATL ASSOC,NC,333294,13-Jul-04,2004,55,7,1.0,0,0,1,1,T,N,12-Apr-07,31-Jul-04,50000.0,0.0,CHGOFF,50000.0,50000.0,25000.0,14.713525,5.8148284,-3.0053968,2
3399,3399,1022564005,GRAND SERVICE STATION - HAKKAK,COVINA,CA,91790,PACIFIC WESTERN BANK,CA,0,10-Mar-97,1997,306,6,1.0,0,0,1,0,0,N,,30-Jun-97,1031000.0,0.0,P I F,0.0,1031000.0,749949.0,-3.4746964,-8.102945,2.9886022,3
3400,3400,1022565001,Rebecca C. Caperton,MEMPHIS,TN,38119,WELLS FARGO BANK NATL ASSOC,SD,621999,13-Jul-04,2004,60,2,1.0,0,0,1,1,Y,N,,31-Aug-04,30000.0,0.0,P I F,0.0,30000.0,15000.0,15.664148,1.5705194,-0.4847879,2
3401,3401,1022575004,Raul Diaz,Lake Worth,FL,33467,WELLS FARGO BANK NATL ASSOC,SD,621399,13-Jul-04,2004,180,5,1.0,0,0,1,2,N,N,,31-Aug-04,150000.0,0.0,P I F,0.0,150000.0,75000.0,5.869088,-2.6864765,0.527719,3
3402,3402,1022594003,"COLLECTIBLES OUTLET, INC.",SAN JOSE,CA,95128,HERITAGE BANK OF COMMERCE,CA,453220,10-Mar-97,1997,120,10,1.0,0,0,1,0,0,N,,30-Apr-97,700000.0,0.0,P I F,0.0,700000.0,525000.0,-2.8244154,-9.907219,2.532267,3
3403,3403,1022595010,"John M. Price, O.D., Inc.",Bellefontaine,OH,43311,"PNC BANK, NATIONAL ASSOCIATION",DE,621320,13-Jul-04,2004,120,3,1.0,0,0,1,2,N,N,,31-Aug-04,105000.0,0.0,P I F,0.0,105000.0,52500.0,7.5443015,-2.3461413,0.4113036,2
3404,3404,1022605000,M & D Enterprisesof Tallahasse,TALLAHASSEE,FL,32303,BANK OF AMERICA NATL ASSOC,NC,453998,13-Jul-04,2004,44,3,1.0,0,0,1,1,N,N,27-Feb-08,31-Jul-04,55000.0,0.0,CHGOFF,45325.0,55000.0,27500.0,14.405517,5.201802,-2.4466226,2
3405,3405,1022614007,TRI-COUNTY BUILDERS,OXNARD,CA,93030,FIRST BANK,MO,0,10-Mar-97,1997,300,86,1.0,0,0,1,0,0,N,,30-Apr-97,202625.0,0.0,P I F,0.0,202625.0,151968.0,-5.610803,-5.59247,5.73587,3
3406,3406,1022625006,"Brigco, Inc.",LANSDALE,PA,19446,UNIVEST BANK AND TRUST CO.,PA,713950,13-Jul-04,2004,60,5,1.0,0,0,1,2,Y,N,,31-Jul-04,75000.0,0.0,P I F,0.0,75000.0,37500.0,8.230159,-1.1258538,1.0267508,2
3407,3407,1022635009,Toner Solutions Corp.,AUSTIN,TX,78758,BANK OF AMERICA NATL ASSOC,NC,424120,13-Jul-04,2004,84,7,2.0,0,0,1,1,Y,N,,31-Aug-04,10000.0,0.0,P I F,0.0,10000.0,5000.0,-2.1084647,4.420968,-16.688223,0
3408,3408,1022644005,ADVANCED MODELING & CONSULTING,EVE,PA,16501,"PNC BANK, NATIONAL ASSOCIATION",DE,0,10-Mar-97,1997,120,2,1.0,0,0,1,0,0,N,,30-Jun-97,193933.0,0.0,P I F,0.0,193933.0,145449.0,-6.5301895,-5.238489,11.948417,1
3409,3409,1022645001,The Rest Shoppe-Discount Mattr,FARMVILLE,VA,23901,BANK OF AMERICA NATL ASSOC,NC,442110,13-Jul-04,2004,84,1,2.0,0,0,1,1,Y,N,,31-Aug-04,30000.0,0.0,P I F,0.0,20000.0,10000.0,-3.635815,-0.9871252,-20.077328,0
3410,3410,1022655004,Hershel I Shulman,COLUMBUS,OH,43214,"PNC BANK, NATIONAL ASSOCIATION",DE,236220,13-Jul-04,2004,31,2,2.0,0,0,1,1,Y,N,20-Feb-07,31-Aug-04,10530.0,0.0,CHGOFF,9438.0,10000.0,5000.0,-4.221458,1.2519014,-21.08394,0
3411,3411,1022665007,"Platinum Mortgage Advisors, Lt",PHOENIX,AZ,85016,BANK OF AMERICA NATL ASSOC,NC,522310,13-Jul-04,2004,84,10,1.0,0,0,1,1,Y,N,,31-Jul-04,50000.0,0.0,P I F,0.0,50000.0,25000.0,13.190438,0.7179512,-8.659794,2
3412,3412,1022674003,"IRISGENIC, INC. A CALIFORNIA C",CANOGA PARK,CA,91324,BANK OF AMERICA CALIFORNIA N.A,CA,451120,10-Mar-97,1997,120,26,1.0,0,0,1,0,0,N,,31-Jul-97,170000.0,0.0,P I F,0.0,170000.0,127500.0,-7.6641426,1.1666793,10.931999,1
3413,3413,1022675010,"Lush Beverly Hills, Inc.",BEVERLY HILLS,CA,90210,BANK OF AMERICA NATL ASSOC,NC,812112,13-Jul-04,2004,62,30,1.0,0,0,1,1,Y,N,6-Jul-06,31-Jul-04,100000.0,0.0,CHGOFF,98000.0,100000.0,50000.0,12.893748,4.050899,-10.998479,2
3414,3414,1022685002,Fusion Solutions Inc,DALLAS,TX,75244,BANK OF AMERICA NATL ASSOC,NC,541611,13-Jul-04,2004,84,6,1.0,0,0,1,1,Y,N,,31-Aug-04,100000.0,0.0,P I F,0.0,100000.0,50000.0,14.127714,0.2061235,-8.720145,2
3415,3415,1022694009,"ATTENTIVE COMPANIONS, INC. A M",GAITHERSBURG,MD,20879,BANK OF AMERICA NATL ASSOC,OR,621610,10-Mar-97,1997,240,10,1.0,0,0,1,0,0,N,,31-Jul-97,69000.0,0.0,P I F,0.0,69000.0,55200.0,-7.0586033,-1.9430995,4.603937,4
3416,3416,1022704010,"WOODSTYLES, INC., AN ARIZONA C",PEORIA,AZ,85345,BANK OF AMERICA NATL ASSOC,OR,321992,10-Mar-97,1997,84,1,1.0,0,0,1,0,0,N,,31-Jul-97,50000.0,0.0,P I F,0.0,50000.0,40000.0,-6.6737213,-0.097930804,11.251204,1
3417,3417,1022705006,Michael W. Collins and Angelia,Mount Vernon,OH,43050,"PNC BANK, NATIONAL ASSOCIATION",DE,532230,13-Jul-04,2004,19,2,1.0,0,0,1,2,N,N,3-Mar-10,30-Sep-04,27600.0,0.0,CHGOFF,9378.0,27600.0,13800.0,9.70744,-0.57385474,-0.35950857,2
3418,3418,1022715009,"The Tyner Group, Inc.",BOCA RATON,FL,33429,BANK OF AMERICA NATL ASSOC,NC,561730,13-Jul-04,2004,84,14,1.0,0,0,1,2,Y,N,,31-Aug-04,88895.0,0.0,P I F,0.0,50000.0,25000.0,8.241179,-1.6620381,-0.03108963,2
3419,3419,1022725001,Northstar Chiropractic Natural,Lisle,IL,60532,"PNC BANK, NATIONAL ASSOCIATION",IL,621310,13-Jul-04,2004,87,1,2.0,0,0,1,1,N,N,,31-Aug-04,44300.0,0.0,P I F,0.0,44300.0,22150.0,-2.1767724,1.7452381,-17.039251,0
3420,3420,1022735004,"Right Click Consulting, Inc.",LITHONIA,GA,30038,BANK OF AMERICA NATL ASSOC,NC,541511,13-Jul-04,2004,64,2,1.0,0,0,1,1,T,N,19-May-06,31-Jul-04,30000.0,0.0,CHGOFF,30000.0,30000.0,15000.0,14.288547,3.7482877,-2.2151682,2
3421,3421,1022744000,SPRINKLES HOMEMADE ICE CREAM,NEW FAIRFIELD,CT,6812,BANK OF AMERICA NATL ASSOC,RI,311520,10-Mar-97,1997,60,2,2.0,0,0,1,0,N,Y,,31-Jul-97,70000.0,0.0,P I F,0.0,70000.0,56000.0,-11.476827,-3.7376142,2.6500683,4
3422,3422,1022755010,"Rjt Sales, Inc.",BOCA RATON,FL,33433,BANK OF AMERICA NATL ASSOC,NC,423220,13-Jul-04,2004,84,2,1.0,0,0,1,2,Y,N,,31-Oct-04,95000.0,0.0,P I F,0.0,50000.0,25000.0,8.348185,-1.608066,-0.9589046,2
3423,3423,1022764006,"LAFRAMBOSIE, LLC",NORWOOD,CO,81423,U.S. BANK NATIONAL ASSOCIATION,CO,811111,10-Mar-97,1997,120,7,2.0,0,0,1,0,N,N,,31-Jul-97,131000.0,0.0,P I F,0.0,131000.0,98250.0,-11.781828,-0.5080441,3.7158306,4
3424,3424,1022765002,"Internet Scrap Metal Exchange,",PALOS VERDES ESTATES,CA,90274,BANK OF AMERICA NATL ASSOC,NC,332312,13-Jul-04,2004,84,1,1.0,0,0,1,1,Y,N,,31-Aug-04,25000.0,0.0,P I F,0.0,25000.0,12500.0,12.460497,1.5325975,-6.829964,2
3425,3425,1022775005,"McRae Heating and Cooling, Inc",THONOTOSASSA,FL,33592,BANK OF AMERICA NATL ASSOC,NC,423730,13-Jul-04,2004,84,1,1.0,0,0,1,1,Y,N,,31-Aug-04,26194.0,0.0,P I F,0.0,16000.0,8000.0,18.040482,2.7066221,-1.6988713,2
3426,3426,1022785008,Feodor Macht,WESTCHESTER,IL,60154,"PNC BANK, NATIONAL ASSOCIATION",DE,337110,13-Jul-04,2004,39,2,1.0,0,0,1,1,Y,N,8-Jun-06,31-Jul-04,35000.0,0.0,CHGOFF,29441.0,35000.0,17500.0,14.75669,3.5436914,-6.780062,2
3427,3427,1022814008,"MLB, INC.",SEATTLE,WA,98108,WELLS FARGO BANK NATL ASSOC,SD,442210,10-Mar-97,1997,126,1,1.0,0,0,1,0,0,N,,31-Mar-97,360000.0,0.0,P I F,0.0,360000.0,270000.0,-5.247211,-7.9986825,7.917136,3
3428,3428,1022815004,Northstar Chiropractic Natural,LISLE,IL,60532,"PNC BANK, NATIONAL ASSOCIATION",IL,621310,13-Jul-04,2004,60,1,2.0,0,0,1,1,Y,N,,30-Sep-05,15000.0,0.0,P I F,0.0,15000.0,7500.0,-2.4867013,1.5237998,-17.14996,0
3429,3429,1022835010,Creative Concept Group L.L.C.,White Lake,MI,48346,"PNC BANK, NATIONAL ASSOCIATION",IL,541430,13-Jul-04,2004,60,2,2.0,0,0,1,1,Y,N,,31-Jul-04,25000.0,0.0,P I F,0.0,25000.0,12500.0,-2.7331052,1.0451866,-18.392342,0
3430,3430,1022844006,COUNTRY GATE CHILDRENS CENTER,GEORGETOWN,MA,1833,DANVERSBANK,MA,624410,10-Mar-97,1997,282,6,2.0,0,0,1,0,0,N,,31-May-97,190000.0,0.0,P I F,0.0,190000.0,142500.0,-9.045463,-1.8474188,2.7659767,4
3431,3431,1022845002,"Grace Beauty Supply & Salon, I",HIALEAH,FL,33018,BANK OF AMERICA NATL ASSOC,NC,812112,13-Jul-04,2004,32,12,1.0,0,0,1,1,N,N,27-Jan-09,31-Jul-04,50000.0,0.0,CHGOFF,41566.0,50000.0,25000.0,13.837598,2.0461407,0.45688984,2
3432,3432,1022855005,"Specialized Telephone Systems,",DAVIE,FL,33325,BANK OF AMERICA NATL ASSOC,NC,517110,13-Jul-04,2004,84,8,1.0,0,0,1,1,Y,N,,31-Jul-04,174531.0,0.0,P I F,0.0,100000.0,50000.0,17.955519,-0.13610722,-2.3544142,2
3433,3433,1022864001,MUSIC GO ROUND (R),PASADENA,TX,77505,COMERICA BANK,TX,451140,10-Mar-97,1997,84,1,2.0,0,0,56837,0,N,N,,31-Jul-97,120000.0,0.0,P I F,0.0,120000.0,90000.0,-0.99665004,-14.061634,-4.394212,3
3434,3434,1022865008,"Bigfoot Lumber, Inc.",KALAMAZOO,MI,49001,"PNC BANK, NATIONAL ASSOCIATION",DE,113110,13-Jul-04,2004,120,4,2.0,0,0,1,2,N,N,,31-Aug-04,12452.0,0.0,P I F,0.0,10000.0,5000.0,1.5280919,0.8192626,-12.2968025,0
3435,3435,1022875000,James Theopistos dba Omni Visi,SAN ANTONIO,TX,78247,BANK OF AMERICA NATL ASSOC,NC,323114,13-Jul-04,2004,84,2,2.0,0,0,1,1,Y,N,,31-Jul-04,10000.0,0.0,P I F,0.0,10000.0,5000.0,-1.9465024,4.9790945,-16.848686,0
3436,3436,1022884007,"KARE-A-LOT DEVELOPMENT CENTER,",COLUMBUS,OH,43221,"WESBANCO BANK, INC.",OH,624410,10-Mar-97,1997,180,14,1.0,0,0,1,0,0,N,,30-Apr-97,100000.0,0.0,P I F,0.0,100000.0,80000.0,-7.1693316,-2.0580313,4.882177,4
3437,3437,1022885003,"Ward Transport, Inc.",FOREST PARK,GA,30297,WELLS FARGO BANK NATL ASSOC,SD,484121,13-Jul-04,2004,84,3,1.0,0,0,1,1,N,N,,31-Aug-04,225000.0,0.0,P I F,0.0,225000.0,112500.0,18.19771,-1.269874,-2.5186594,2
3438,3438,1022895006,"American & African Colours,Inc",ORLANDO,FL,32805,BANK OF AMERICA NATL ASSOC,NC,448140,13-Jul-04,2004,39,4,1.0,0,0,1,1,T,N,5-Jun-08,31-Jul-04,50000.0,0.0,CHGOFF,38261.0,50000.0,25000.0,14.722787,5.145375,-2.3625138,2
3439,3439,1022905007,Jessie N. Boyd dba ABC Connect,DESOTO,TX,75115,BANK OF AMERICA NATL ASSOC,NC,624410,13-Jul-04,2004,84,1,2.0,0,0,1,1,Y,N,,30-Sep-04,10000.0,0.0,P I F,0.0,10000.0,5000.0,-2.132625,2.845961,-16.47029,0
3440,3440,1022915010,Michael Sinyard dba Yardco Law,MESQUITE,TX,75150,BANK OF AMERICA NATL ASSOC,NC,561730,13-Jul-04,2004,84,1,2.0,0,0,1,1,Y,N,,28-Feb-05,13379.0,0.0,P I F,0.0,10000.0,5000.0,-2.1270676,3.3185112,-16.630777,0
3441,3441,1022925002,"Lucky 7 Food & Fuel, Inc.",MEMPHIS,TN,38134,BANK OF AMERICA NATL ASSOC,NC,447110,13-Jul-04,2004,21,3,1.0,0,0,1,1,Y,N,17-Nov-09,31-Jul-04,50000.0,0.0,CHGOFF,35768.0,50000.0,25000.0,15.060635,5.3311114,-2.0021334,2
3442,3442,1022934009,APPALACHIAN BOOK & CIGAR CO.,BECKLEY,WV,25801,JPMORGAN CHASE BANK NATL ASSOC,IL,451211,10-Mar-97,1997,84,2,2.0,0,0,1,0,N,Y,,30-Jun-98,31500.0,0.0,P I F,0.0,31500.0,25200.0,-11.370883,-2.71151,2.7924867,4
3443,3443,1022935005,Graphic & Plastic Supply Inc.,PORT SAINT LUCIE,FL,34952,BANK OF AMERICA NATL ASSOC,NC,424610,13-Jul-04,2004,84,2,2.0,0,0,1,1,Y,N,,31-Jul-04,16326.0,0.0,P I F,0.0,10000.0,5000.0,-3.266628,-0.35023886,-20.062275,0
3444,3444,1022944001,NATIRAR REALTY CORPORATION,BRIDGEWATER,NJ,8007,"PNC BANK, NATIONAL ASSOCIATION",DE,0,10-Mar-97,1997,180,15,1.0,0,0,1,0,N,N,,17-Jul-97,575000.0,0.0,P I F,0.0,575000.0,431250.0,-3.345429,-8.652313,5.045171,3
3445,3445,1022945008,Yong K. Kim dba Swansen USA,LOS ANGELES,CA,90010,BANK OF AMERICA NATL ASSOC,NC,446191,13-Jul-04,2004,60,5,1.0,0,0,1,1,T,N,21-Aug-06,31-Jul-04,50000.0,0.0,CHGOFF,50000.0,50000.0,25000.0,12.824043,4.310171,-9.361747,2
3446,3446,1022964007,"GRAHAM INTERNATIONAL, INC.",WILTON,CT,6897,BANK OF AMERICA NATL ASSOC,RI,0,10-Mar-97,1997,12,1,1.0,0,0,1,0,Y,N,,31-Oct-97,50000.0,0.0,P I F,0.0,50000.0,25000.0,-6.4247847,-3.6697059,14.010612,1
3447,3447,1022965003,Traderack Corporation,FORT LAUDERDALE,FL,33308,BANK OF AMERICA NATL ASSOC,NC,451120,13-Jul-04,2004,84,1,1.0,0,0,1,1,Y,N,,31-Jul-04,10000.0,0.0,P I F,0.0,10000.0,5000.0,17.812735,2.5883079,-1.5386621,2
3448,3448,1022975006,Underwater Video Vault,SPRING,TX,77379,BANK OF AMERICA NATL ASSOC,NC,334310,13-Jul-04,2004,84,1,1.0,0,0,1,1,Y,N,,31-Jul-04,16000.0,0.0,P I F,0.0,16000.0,8000.0,13.100678,1.844637,-6.6514106,2
3449,3449,1022984002,"WAVE, INC.",FRAMINGHAM,MA,1701,"FLAGSHIP BANK, A DIVISION OF",MA,512110,10-Mar-97,1997,60,22,1.0,0,0,1,0,0,N,,31-May-97,75000.0,0.0,P I F,0.0,75000.0,60000.0,-8.116442,-1.369568,14.344079,1
3450,3450,1022985009,Dechert Dynamics Corporation,PALMYRA,PA,17078,FIRST NATL BK OF PENNSYLVANIA,PA,332710,13-Jul-04,2004,36,32,1.0,0,0,1,2,Y,N,,31-Jul-04,622000.0,0.0,P I F,0.0,250000.0,125000.0,19.048801,-2.1321628,-3.2727647,2
3451,3451,1022995001,"Kellen Partners, LLC",OKLAHOMA CITY,OK,73134,BANK OF AMERICA NATL ASSOC,NC,423220,13-Jul-04,2004,84,2,2.0,0,0,1,1,Y,N,,31-Aug-04,10000.0,0.0,P I F,0.0,10000.0,5000.0,-2.1167047,4.30202,-16.90077,0
