,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
3228,1021345003,"Stephen A. Pap, M.D.  P.C.",Brookline,MA,2445,"TD BANK, NATIONAL ASSOCIATION",DE,621111,8-Jul-04,2004,84,1,1.0,0,0,1,1,N,N,,31-Jul-04,29800.0,0.0,P I F,0.0,75000.0,37500.0
3229,1021346010,WELLNESS INNOVATIONS + NUTRITO,MANDEVILLE,LA,70448,GULF COAST BK & TR CO,LA,446191,10-Feb-06,2006,120,20,1.0,15,35,1,0,0,N,,31-Mar-06,150000.0,0.0,P I F,0.0,150000.0,127500.0
3230,1021354010,OIL TOOL SPECIALTIES CO.,MAGNOLIA,TX,77355,AMEGY BK NATL ASSOC,TX,333132,10-Mar-97,1997,84,10,2.0,0,0,1,0,N,N,,30-Apr-97,200000.0,0.0,P I F,0.0,200000.0,150000.0
3231,1021355006,"Exporters, Inc.",KEYSTONE HEIGHTS,FL,32656,BANK OF AMERICA NATL ASSOC,NC,561499,8-Jul-04,2004,84,1,1.0,0,0,1,1,Y,N,,31-Jul-04,25000.0,0.0,P I F,0.0,25000.0,12500.0
3232,1021356002,CAFE DAS KLINGT GUT,SAN DIEGO,CA,92127,JPMORGAN CHASE BANK NATL ASSOC,IL,722212,10-Feb-06,2006,74,2,1.0,0,2,1,2,Y,N,2-Feb-07,28-Feb-06,59430.0,0.0,CHGOFF,29980.0,30000.0,15000.0
3233,1021365009,"All American Supply, Inc.",ALBUQUERQUE,NM,87123,BANK OF AMERICA NATL ASSOC,NC,238310,8-Jul-04,2004,84,4,1.0,0,0,1,1,Y,N,,31-Aug-04,75000.0,0.0,P I F,0.0,75000.0,37500.0
3234,1021366005,MENCO INC,NAMPA,ID,83687,JPMORGAN CHASE BANK NATL ASSOC,IL,236118,10-Feb-06,2006,84,2,1.0,0,2,1,2,Y,N,,28-Feb-06,89767.0,0.0,P I F,0.0,30000.0,15000.0
3235,1021375001,Advanced Nutritional Biosystem,ORLANDO,FL,32809,BANK OF AMERICA NATL ASSOC,NC,446191,8-Jul-04,2004,84,18,1.0,0,0,1,1,Y,N,,31-Aug-04,100000.0,0.0,P I F,0.0,100000.0,50000.0
3236,1021385004,Scaletech Corp.,HIALEAH,FL,33012,BANK OF AMERICA NATL ASSOC,NC,423990,8-Jul-04,2004,84,2,1.0,0,0,1,1,N,N,,31-Aug-04,22000.0,0.0,P I F,0.0,22000.0,11000.0
3237,1021395007,"Gater Motorsports, Inc.",WEST PALM BEACH,FL,33413,BANK OF AMERICA NATL ASSOC,NC,811111,8-Jul-04,2004,84,6,2.0,0,0,1,2,Y,N,,31-Jul-04,10000.0,0.0,P I F,0.0,10000.0,5000.0
3238,1021405008,"BaBa Bedding, Inc.",MIAMI,FL,33145,BANK OF AMERICA NATL ASSOC,NC,424310,8-Jul-04,2004,84,2,2.0,0,0,1,1,Y,N,,31-Aug-04,10000.0,0.0,P I F,0.0,10000.0,5000.0
3239,1021415000,"Backyard Spice, Inc.",BONITA SPRINGS,FL,34135,BANK OF AMERICA NATL ASSOC,NC,311942,8-Jul-04,2004,41,1,2.0,0,0,1,1,T,N,7-May-08,31-Jul-04,14600.0,0.0,CHGOFF,9639.0,10000.0,5000.0
3240,1021424007,"HINA, INC",AVONDALE ESTATES,GA,30331,BRANCH BK. & TR CO,GA,0,10-Mar-97,1997,300,4,1.0,0,0,1,0,N,N,,31-May-97,720000.0,0.0,P I F,0.0,720000.0,540000.0
3241,1021425003,Bradley D. Lagman dba QMP,CHATSWORTH,CA,91311,BANK OF AMERICA NATL ASSOC,NC,332710,8-Jul-04,2004,84,3,1.0,0,0,1,1,Y,N,,31-Jul-04,59485.0,0.0,P I F,0.0,50000.0,25000.0
3242,1021434010,"HI-TECH ENTERPRISES, INC.",GRAPEVINE,TX,76092,"READYCAP LENDING, LLC",CA,0,10-Mar-97,1997,21,1,2.0,0,0,3512,0,0,N,26-Oct-12,31-Dec-97,340000.0,0.0,CHGOFF,173454.0,340000.0,255000.0
3243,1021436002,IGNITION MEDIA GROUP LLC,PHILADELPHIA,PA,19103,"PNC BANK, NATIONAL ASSOCIATION",DE,541810,10-Feb-06,2006,84,6,1.0,0,6,1,1,0,N,,28-Feb-06,75000.0,0.0,P I F,0.0,75000.0,37500.0
3244,1021444002,"EUROPEAN BUILDING SYSTEMS, LLC",THE WOODLANDS,TX,77380,WELLS FARGO BANK NATL ASSOC,TX,0,10-Mar-97,1997,84,10,1.0,0,0,1,0,N,N,,30-Jun-97,100000.0,0.0,P I F,0.0,100000.0,80000.0
3245,1021445009,"Over-Runs, Inc.",PALM SPRINGS,CA,92264,BANK OF AMERICA NATL ASSOC,NC,424950,8-Jul-04,2004,84,2,1.0,0,0,1,1,Y,N,,31-Jul-04,74367.0,0.0,P I F,0.0,65000.0,32500.0
3246,1021446005,EVE-LAND INJET RECYCLING,BRINKLEY,AR,72021,BBCN BANK,CA,811212,10-Feb-06,2006,25,1,2.0,4,1,1,2,0,N,31-Jan-11,28-Feb-06,5000.0,0.0,CHGOFF,2657.0,5000.0,4250.0
3247,1021455001,"JBM Mechanical Services, Inc.",BUFFALO,NY,14216,MANUFACTURERS & TRADERS TR CO,NY,238220,9-Jul-04,2004,60,0,2.0,0,0,1,1,Y,N,,30-Sep-05,133000.0,0.0,P I F,0.0,50000.0,25000.0
3248,1021465004,"Etsro Compnet Group, Inc.",SHERMAN OAKS,CA,91403,BANK OF AMERICA NATL ASSOC,NC,541613,9-Jul-04,2004,67,6,1.0,0,0,1,1,Y,N,10-Aug-07,31-Jul-04,50000.0,0.0,CHGOFF,50000.0,50000.0,25000.0
3249,1021466000,HAVANA SAUNA,AURORA,CO,80014,BBCN BANK,CA,812990,10-Feb-06,2006,16,1,1.0,14,15,1,1,0,N,,28-Feb-06,200000.0,0.0,P I F,0.0,200000.0,150000.0
3250,1021474000,CARREIRO DONUTS INC,TAUNTON,MA,2767,WEBSTER BANK NATL ASSOC,MA,0,10-Mar-97,1997,19,15,2.0,0,0,39238,0,N,Y,3-Sep-03,30-Jun-97,50000.0,0.0,CHGOFF,19145.0,50000.0,40000.0
3251,1021475007,Syntony Corporation,GAITHERSBURG,MD,20878,BANK OF AMERICA NATL ASSOC,NC,541512,9-Jul-04,2004,84,5,1.0,0,0,1,1,Y,N,,31-Jul-04,100000.0,0.0,P I F,0.0,100000.0,50000.0
3252,1021484003,PAT HERB COMMUNICATIONS,CINCINNATI,OH,45223,"PNC BANK, NATIONAL ASSOCIATION",OH,0,10-Mar-97,1997,84,5,1.0,0,0,1,0,N,Y,,31-May-97,100000.0,0.0,P I F,0.0,100000.0,80000.0
3253,1021485010,Ki Y. Choi dba Casa Shoes,LOS ANGELES,CA,90004,BANK OF AMERICA NATL ASSOC,NC,424320,9-Jul-04,2004,33,7,1.0,0,0,1,1,Y,N,3-Feb-09,31-Jul-04,70000.0,0.0,CHGOFF,42502.0,50000.0,25000.0
3254,1021486006,ADIRONDOCK PAVING LLC,PORTER CORNERS,NY,12859,THE ADIRONDACK TRUST COMPANY,NY,238990,10-Feb-06,2006,120,6,1.0,2,8,1,2,0,N,,30-Apr-06,160000.0,0.0,P I F,0.0,160000.0,80000.0
3255,1021494006,INFOSTAR CORPORATION,IRVING,TX,75063,JPMORGAN CHASE BANK NATL ASSOC,IL,541512,10-Mar-97,1997,36,4,2.0,0,0,1,0,0,N,27-Aug-01,30-Apr-97,350000.0,0.0,CHGOFF,235001.0,350000.0,262500.0
3256,1021495002,GLOBE MARBLE &GRANITE IMPORTS,CARLSTADT,NJ,7072,JPMORGAN CHASE BANK NATL ASSOC,OH,423990,9-Jul-04,2004,84,14,1.0,0,0,1,1,N,N,,31-Mar-05,150000.0,0.0,P I F,0.0,150000.0,75000.0
3257,1021505003,Jonathan D. Kuhn and Sharon Ku,WINSTON SALEM,NC,27106,WELLS FARGO BANK NATL ASSOC,SD,327215,9-Jul-04,2004,240,32,1.0,0,0,1,1,N,N,,31-Aug-04,200000.0,0.0,P I F,0.0,200000.0,100000.0
3258,1021514010,"PAUL R. SEARBY, DDS",SPRING,TX,77379,WELLS FARGO BANK NATL ASSOC,TX,621210,10-Mar-97,1997,84,5,1.0,0,0,1,0,0,N,,31-May-97,28000.0,0.0,P I F,0.0,28000.0,21000.0
3259,1021515006,"Too The Moon, Inc.",FORT LAUDERDALE,FL,33311,BANK OF AMERICA NATL ASSOC,NC,453220,9-Jul-04,2004,84,1,2.0,0,0,1,1,Y,N,,31-Jul-07,10000.0,0.0,P I F,0.0,10000.0,5000.0
3260,1021516002,LAW OFFICES OF SCOTT JOHNSON L,BERWYN,PA,19312,VIST BANK,PA,541110,10-Feb-06,2006,41,1,2.0,3,4,1,2,Y,N,12-Nov-09,28-Feb-06,74247.0,0.0,CHGOFF,29495.0,30000.0,15000.0
3261,1021525009,"Whitakers Food Center, Inc.",WHITAKERS,NC,27891,BANK OF AMERICA NATL ASSOC,NC,445110,9-Jul-04,2004,84,4,2.0,0,0,1,1,Y,N,,31-Jul-04,20000.0,0.0,P I F,0.0,10000.0,5000.0
3262,1021534005,MAIN STREET TIRE & AUTO,WOODLAND,CA,95695,GE CAP. SMALL BUS. FINAN CORP,TX,811111,10-Mar-97,1997,91,8,1.0,0,0,35300,0,0,N,12-Feb-00,30-Jun-97,445200.0,0.0,CHGOFF,394599.0,445200.0,333900.0
3263,1021535001,"Dodsman, LLC",DAYTON,OH,45434,"PNC BANK, NATIONAL ASSOCIATION",OH,445120,9-Jul-04,2004,60,2,1.0,0,0,1,1,Y,N,,30-Apr-07,21945.0,0.0,P I F,0.0,10000.0,5000.0
3264,1021546000,LAW OFFICES OF SCOTT JOHNSON L,BERWYN,PA,19312,VIST BANK,PA,541110,10-Feb-06,2006,84,1,2.0,3,4,1,2,0,N,,28-Feb-06,30000.0,0.0,P I F,0.0,30000.0,15000.0
3265,1021554000,SPECIALIZED WELDING & FABRICAT,MIDLOTHIAN,TX,76065,JPMORGAN CHASE BANK NATL ASSOC,IL,0,10-Mar-97,1997,84,1,1.0,0,0,1,0,0,N,,31-Mar-97,63500.0,0.0,P I F,0.0,63500.0,31750.0
3266,1021555007,Daniel P. Flanigan dba Black O,NEVADA CITY,CA,95959,BANK OF AMERICA NATL ASSOC,NC,335122,9-Jul-04,2004,84,3,1.0,0,0,1,1,N,N,,31-Jul-04,50000.0,0.0,P I F,0.0,60000.0,30000.0
3267,1021565010,"Empire Staffing, LLC",Mayfield Heights,OH,44124,"PNC BANK, NATIONAL ASSOCIATION",DE,561310,9-Jul-04,2004,60,2,2.0,0,0,1,1,N,N,,31-Aug-04,10000.0,0.0,P I F,0.0,10000.0,5000.0
3268,1021584009,LEDBETTER'S DEPENDABLE CLEANER,SEGUIN,TX,78155,FIRST-CITIZENS BK & TR CO,NC,812320,10-Mar-97,1997,216,5,2.0,0,0,1,0,0,N,,30-Jun-97,344000.0,0.0,P I F,0.0,344000.0,258000.0
3269,1021585005,Summerford Enterprise Inc,GOLDEN,MS,38847,TRUSTMARK NATIONAL BANK,MS,113310,9-Jul-04,2004,114,3,1.0,0,0,1,2,Y,N,,31-Jul-04,52438.0,0.0,P I F,0.0,20200.0,10100.0
3270,1021595008,VERTICAL EARTH LLC,MADISON,WI,53719,ASSOCIATED BANK NATL ASSOC,WI,561730,9-Jul-04,2004,84,1,2.0,0,0,1,1,Y,N,,31-Aug-04,55251.0,0.0,P I F,0.0,30000.0,15000.0
3271,1021604002,EL MAGUEY LIQUOR,OXNARD,CA,93033,WELLS FARGO BANK NATL ASSOC,SD,445310,10-Mar-97,1997,60,3,1.0,0,0,1,0,T,N,,30-Sep-99,10000.0,0.0,P I F,0.0,10000.0,5000.0
3272,1021605009,"El Mina, Inc.",DULUTH,GA,30096,BANK OF AMERICA NATL ASSOC,NC,541330,9-Jul-04,2004,24,2,1.0,0,0,1,1,N,N,,31-Jul-04,3000.0,0.0,,0.0,3000.0,1500.0
3273,1021615001,"GA BEAR FACTORY,LLC A GEORGIAL",MACON,GA,31206,BANK OF AMERICA NATL ASSOC,NC,453998,9-Jul-04,2004,84,3,2.0,0,0,1,1,N,N,,31-Jul-04,33619.0,0.0,P I F,0.0,33900.0,16950.0
3274,1021624008,LEE'S SUPERETTE,SAN ANGELO,TX,76901,WELLS FARGO BANK NATL ASSOC,SD,0,10-Mar-97,1997,60,8,1.0,0,0,1,0,T,N,,30-Jun-97,15000.0,0.0,P I F,0.0,15000.0,7500.0
3275,1021625004,"Optimum Beauty Services, Corp.",MEDLEY,FL,33166,BANK OF AMERICA NATL ASSOC,NC,812112,9-Jul-04,2004,84,3,2.0,0,0,1,2,Y,N,,31-Jul-04,15214.0,0.0,P I F,0.0,10000.0,5000.0
3276,1021634000,ROBERT CARLTON SUTTON,MACON,GA,31210,STATE BANK AND TRUST COMPANY,GA,441110,10-Mar-97,1997,120,25,1.0,0,0,1,0,N,N,,31-Jul-97,700000.0,0.0,P I F,0.0,700000.0,525000.0
3277,1021635007,Country Music Hideway,NASHVILLE,TN,37214,BANK OF AMERICA NATL ASSOC,NC,451220,9-Jul-04,2004,54,2,2.0,0,0,1,1,N,N,19-Apr-07,30-Sep-04,9859.0,0.0,CHGOFF,9859.0,10000.0,5000.0
3278,1021645010,"PJM, Inc., dba Saran Bridal &",CHICAGO,IL,60656,BANK OF AMERICA NATL ASSOC,NC,448190,9-Jul-04,2004,84,6,1.0,0,0,1,1,Y,N,,31-Jul-04,63823.0,0.0,P I F,0.0,50000.0,25000.0
3279,1021654006,"MAP PRODUCTS, INC.",BLOOMINGTON,IL,61704,HEARTLAND BK & TR CO,IL,421910,10-Mar-97,1997,84,1,1.0,0,0,1,0,N,Y,,31-May-97,50000.0,0.0,P I F,0.0,50000.0,40000.0
3280,1021664009,"N. CAROLINA FURNITURE OUTLET,I",NOBLESVILLE,IN,46060,BMO HARRIS BK NATL ASSOC,IL,0,10-Mar-97,1997,120,15,1.0,0,0,1,0,N,Y,,30-Apr-97,93000.0,0.0,P I F,0.0,93000.0,74400.0
3281,1021675008,"Restorative Cleaning Services,",HOUSTON,TX,77037,BANK OF AMERICA NATL ASSOC,NC,812320,9-Jul-04,2004,84,16,1.0,0,0,1,1,Y,N,,31-Jul-04,100000.0,0.0,P I F,0.0,100000.0,50000.0
3282,1021685000,Tankersley-Whaley & Associates,CHESTER,MD,21619,BANK OF AMERICA NATL ASSOC,NC,713940,9-Jul-04,2004,84,20,1.0,0,0,1,1,Y,N,,31-Aug-04,75000.0,0.0,P I F,0.0,75000.0,37500.0
3283,1021696010,TIMELESS CREATIONS INC,HIGHWOOD,IL,60040,SMALL BUS. GROWTH CORP,IL,541990,10-Feb-06,2006,240,4,2.0,9,0,1,1,0,N,,14-Jun-06,414000.0,0.0,P I F,0.0,414000.0,414000.0
3284,1021704008,"COSMIC MONSTERA, INC.",OMAHA,NE,68127,MUTUAL OF OMAHA BANK,NE,713110,10-Mar-97,1997,28,2,1.0,0,0,1,0,N,Y,,30-Jun-97,50000.0,0.0,P I F,0.0,50000.0,40000.0
3285,1021705004,"Progress Rehabilitation, Inc.",MIAMI,FL,33173,BANK OF AMERICA NATL ASSOC,NC,621498,9-Jul-04,2004,84,7,1.0,0,0,1,1,Y,N,,31-Dec-04,150000.0,0.0,P I F,0.0,100000.0,50000.0
3286,1021714000,QUALITY FORKLIFT SALES & SVC,SAVAGE,MN,55378,TWIN CITIES-METRO CERT. DEVEL,MN,0,10-Mar-97,1997,240,28,1.0,14,14,1,0,N,N,,15-Oct-97,494000.0,0.0,P I F,0.0,494000.0,494000.0
3287,1021723007,THE CLOCK LTD,COLUMBUS,OH,43201,JPMORGAN CHASE BANK NATL ASSOC,IL,0,12-Aug-80,1980,8,20,2.0,0,0,0,0,N,N,22-Aug-91,29-May-81,374000.0,0.0,CHGOFF,108556.0,374000.0,336600.0
3288,1021724003,MID-VALLEE GOLF COURSE,DEPERE,WI,54115,ASSOCIATED BANK NATL ASSOC,WI,713910,10-Mar-97,1997,180,26,1.0,0,0,1,0,N,N,,31-Mar-98,1115000.0,0.0,P I F,0.0,1115000.0,747050.0
3289,1021725010,"Ballers Group, Inc.",NORTH MIAMI,FL,33161,BANK OF AMERICA NATL ASSOC,NC,448140,9-Jul-04,2004,35,1,1.0,0,0,1,1,T,N,29-Sep-08,31-Jul-04,50000.0,0.0,CHGOFF,45167.0,50000.0,25000.0
3290,1021735002,"Freedom Financial Consultants,",OVERLAND PARK,KS,66213,BANK OF AMERICA NATL ASSOC,NC,541611,9-Jul-04,2004,65,8,1.0,0,0,1,1,Y,N,11-May-06,31-Aug-04,50000.0,0.0,CHGOFF,50000.0,50000.0,25000.0
3291,1021745005,"Top Cat Cleaning Service, Inc.",FORT LAUDERDALE,FL,33309,BANK OF AMERICA NATL ASSOC,NC,561720,9-Jul-04,2004,84,30,1.0,0,0,1,1,Y,N,,31-Jul-04,100000.0,0.0,P I F,0.0,50000.0,25000.0
3292,1021764004,"MEADOW RIVER ENTERPRISES, INC.",LEWISBURG,WV,24901,CITY NATL BK OF W. VIRGINIA,WV,0,10-Mar-97,1997,60,23,1.0,0,0,1,0,N,N,,30-Jun-97,299835.0,0.0,P I F,0.0,300000.0,225000.0
3293,1021765000,"Midwest Hawaiian Ventures, Inc",West Peoria,IL,61604,"PNC BANK, NATIONAL ASSOCIATION",IL,722213,9-Jul-04,2004,63,2,2.0,0,0,1,1,N,N,,31-Dec-04,85300.0,0.0,P I F,0.0,85300.0,42650.0
3294,1021774007,"MARK A. FRANKLIN DDS, P.C.",OWASSO,OK,74055,BANCFIRST,OK,621210,10-Mar-97,1997,84,2,2.0,0,0,1,0,N,Y,,30-Apr-97,50000.0,0.0,P I F,0.0,50000.0,40000.0
3295,1021775003,Steven Singhurse dba Paint By,PHOENIX,AZ,85027,BANK OF AMERICA NATL ASSOC,NC,811121,9-Jul-04,2004,84,1,1.0,0,0,1,1,Y,N,,31-Jul-04,10000.0,0.0,P I F,0.0,10000.0,5000.0
3296,1021784010,"MUELLER FITNESS, INC.",EL DORADO HILLS,CA,95732,WELLS FARGO BANK NATL ASSOC,SD,713940,10-Mar-97,1997,96,20,1.0,0,0,1,0,0,N,,30-Apr-97,106000.0,0.0,P I F,0.0,106000.0,79500.0
3297,1021785006,"Fabrication Express, LLC",GREEN BAY,WI,54304,BMO HARRIS BK NATL ASSOC,IL,332322,9-Jul-04,2004,84,5,2.0,0,0,1,1,Y,N,,30-Sep-04,537000.0,0.0,P I F,0.0,200000.0,100000.0
3298,1021794002,GUARDIAN PARTITIONS,SANTA ANA,CA,92705,COMERICA BANK,CA,0,10-Mar-97,1997,84,11,1.0,0,0,1,0,0,N,,30-Apr-97,350000.0,0.0,P I F,0.0,350000.0,262500.0
3299,1021804003,MAMA'S PIZZA,CHICAGO,IL,60659,"READYCAP LENDING, LLC",CA,0,10-Mar-97,1997,240,11,2.0,0,0,1,0,0,N,,31-May-97,250000.0,0.0,P I F,0.0,250000.0,187500.0
3300,1021814006,BOB'S SPORTSMAN HIDEOUT,LOS ANGELES,CA,90031,PROFESSIONAL BUSINESS BANK,CA,722410,10-Mar-97,1997,120,3,1.0,0,0,1,0,0,N,,31-May-98,60000.0,0.0,P I F,0.0,60000.0,45000.0
3301,1021824009,KNOTTY PINE SUPPER CLUB,ELKTON,SD,57026,BANKSTAR FINANCIAL,SD,0,10-Mar-97,1997,144,10,1.0,0,0,1,0,N,Y,,30-Sep-98,89000.0,0.0,P I F,0.0,89000.0,71200.0
3302,1021825005,"Fabrication Express, LLC",GREEN BAY,WI,54304,BMO HARRIS BK NATL ASSOC,IL,332322,9-Jul-04,2004,87,5,2.0,0,0,1,1,N,N,,31-Jul-04,150000.0,0.0,P I F,0.0,150000.0,112500.0
3303,1021834001,ALL AMERICAN FORMS MANUFACTURI,DENVER,CO,80231,U.S. BANK NATIONAL ASSOCIATION,OH,0,10-Mar-97,1997,120,5,2.0,0,0,1,0,0,N,,30-Apr-97,175000.0,0.0,P I F,0.0,175000.0,131250.0
3304,1021835008,TWD Audio Inc.,KISSIMMEE,FL,34744,BANK OF AMERICA NATL ASSOC,NC,334310,9-Jul-04,2004,49,4,2.0,0,0,1,1,T,N,13-Dec-07,31-Jul-04,20000.0,0.0,CHGOFF,20000.0,20000.0,10000.0
3305,1021844004,"PNG ENVIRONMENTAL, INC.",TIGARD,OR,97224,UMPQUA BANK,OR,561210,10-Mar-97,1997,240,8,2.0,0,0,1,0,N,N,,31-May-97,126900.0,0.0,P I F,0.0,126900.0,95175.0
3306,1021845000,Brent Vaughan dba Vaughan Truc,ALBERTA,VA,23821,BANK OF AMERICA NATL ASSOC,NC,484121,9-Jul-04,2004,36,1,1.0,0,0,1,1,N,N,,31-Jul-04,36500.0,0.0,P I F,0.0,36500.0,18250.0
3307,1021854007,P.R. OUELLETTE LANDSCAPE SUPPL,MANCHESTER,NH,3102,KEYBANK NATIONAL ASSOCIATION,OH,0,10-Mar-97,1997,60,9,1.0,0,0,1,0,Y,N,,30-Nov-97,50000.0,0.0,P I F,0.0,50000.0,25000.0
3308,1021863003,SCIOTO MEDICINE SHOP,TIFFIN,OH,44883,"PNC BANK, NATIONAL ASSOCIATION",OH,0,12-Aug-80,1980,120,4,1.0,0,0,0,0,N,N,3-Aug-90,3-Oct-80,80000.0,0.0,CHGOFF,27747.0,80000.0,72000.0
3309,1021865006,"Ductbusters # 27, LLC",Pekin,IL,61554,HEARTLAND BK & TR CO,IL,811490,9-Jul-04,2004,180,3,2.0,0,0,1,1,N,N,,31-Aug-04,90000.0,0.0,P I F,0.0,90000.0,45000.0
3310,1021874002,HEADROOM,AUSTIN,TX,78741,JPMORGAN CHASE BANK NATL ASSOC,IL,0,10-Mar-97,1997,48,5,1.0,0,0,1,0,0,N,,30-Jun-97,10000.0,0.0,P I F,0.0,10000.0,5000.0
3311,1021875009,Pecan Wells Jerky Company LLC,HAMILTON,TX,76531,BANK OF AMERICA NATL ASSOC,NC,311919,9-Jul-04,2004,84,1,1.0,0,0,1,1,Y,N,,30-Sep-04,28407.0,0.0,P I F,0.0,25000.0,12500.0
3312,1021885001,MADISON VILLAGE HOBBY,MADISON,OH,44057,"FIRSTMERIT BANK, N.A.",OH,451120,9-Jul-04,2004,84,2,2.0,0,0,1,2,Y,N,,31-Jul-04,80083.0,0.0,P I F,0.0,75000.0,37500.0
3313,1021894008,DRY CLEAN SUPER CENTER OF FRIS,RICHARDSON,TX,75082,COMERICA BANK,TX,812320,10-Mar-97,1997,246,6,2.0,0,0,1,0,0,N,,31-May-97,715000.0,0.0,P I F,0.0,715000.0,536250.0
3314,1021895004,Earline E. Blumhagen dba Jab D,ORLANDO,FL,32805,BANK OF AMERICA NATL ASSOC,NC,541430,9-Jul-04,2004,43,2,1.0,0,0,1,2,Y,N,9-Mar-08,31-Jul-04,12000.0,0.0,CHGOFF,10000.0,10000.0,5000.0
3315,1021905005,Jerry Lawley dba Old Masters P,SIERRA VISTA,AZ,85650,BANK OF AMERICA NATL ASSOC,NC,711510,9-Jul-04,2004,84,1,1.0,0,0,1,1,Y,N,,30-Sep-04,8875.0,0.0,P I F,0.0,5000.0,2500.0
3316,1021914001,"GREEN-MOUNT BEVERAGE & DELI, I",SOUTH EUCLID,OH,44121,JPMORGAN CHASE BANK NATL ASSOC,IL,0,10-Mar-97,1997,32,8,1.0,0,0,1,0,0,N,1-Mar-02,30-Sep-97,50000.0,0.0,CHGOFF,40419.0,50000.0,25000.0
3317,1021924004,"NAPA VALLEY DISTRIBUTORS, INC.",SAN RAFAEL,CA,94901,LOANS FROM OLD CLOSED LENDERS,DC,0,10-Mar-97,1997,120,1,1.0,0,0,1,0,0,N,,31-Mar-97,274000.0,0.0,P I F,0.0,274000.0,205500.0
3318,1021925000,Ernesto Z. Devera,CHESAPEAKE,VA,23320,BANK OF AMERICA NATL ASSOC,NC,445110,9-Jul-04,2004,30,4,2.0,0,0,1,1,Y,N,18-Mar-09,31-Aug-04,10000.0,0.0,CHGOFF,7180.0,10000.0,5000.0
3319,1021934007,NEIGHBORHOOD MART LIQUOR & FOO,MONTARA,CA,94086,GE CAP. SMALL BUS. FINAN CORP,TX,0,10-Mar-97,1997,120,1,2.0,0,0,1,0,0,N,,31-May-97,200000.0,0.0,P I F,0.0,200000.0,150000.0
3320,1021935003,"CNC Telecom, Inc.",LOS ANGELES,CA,90017,BANK OF AMERICA NATL ASSOC,NC,517310,9-Jul-04,2004,23,10,1.0,0,0,1,1,Y,N,29-Jul-13,31-Jul-04,195595.0,0.0,CHGOFF,97852.0,100000.0,50000.0
3321,1021945006,"K10,LLC",OCOEE,FL,34761,BANK OF AMERICA NATL ASSOC,NC,561720,9-Jul-04,2004,84,2,1.0,0,0,1,1,Y,N,,31-Jul-04,25000.0,0.0,P I F,0.0,25000.0,12500.0
3322,1021955009,Darlene Weeks dba Darlene Week,TULSA,OK,74133,BANK OF AMERICA NATL ASSOC,NC,423450,9-Jul-04,2004,28,1,1.0,0,0,1,1,Y,N,4-Jun-09,31-Aug-04,72000.0,0.0,CHGOFF,42548.0,50000.0,25000.0
3323,1021965001,William B. Parker dba East Coa,PALM BEACH GARDENS,FL,33410,BANK OF AMERICA NATL ASSOC,NC,561790,9-Jul-04,2004,84,1,1.0,0,0,1,2,Y,N,,31-Oct-04,16023.0,0.0,P I F,0.0,10000.0,5000.0
3324,1021984000,RL MARKET CORP./612 EIGHTH AVE,NEW YORK,NY,10018,BNB HANA BANK NATL ASSOC,NJ,0,10-Mar-97,1997,120,6,1.0,0,0,1,0,0,N,,30-Jun-97,200000.0,0.0,P I F,0.0,200000.0,150000.0
3325,1021985007,"B & D Barrell, Inc.",Canton,OH,44705,"PNC BANK, NATIONAL ASSOCIATION",DE,321920,9-Jul-04,2004,122,9,1.0,0,0,1,1,N,N,10-Sep-09,31-Aug-04,150000.0,0.0,CHGOFF,128693.0,150000.0,75000.0
3326,1021994003,ANIMAL HOSPITAL,GLEN MILLS,PA,19342,MANUFACTURERS & TRADERS TR CO,NY,541940,10-Mar-97,1997,60,3,1.0,0,0,1,0,N,Y,,31-Mar-97,100000.0,0.0,P I F,0.0,100000.0,80000.0
3327,1021995010,"Maureen Kayser, Inc.",LITHONIA,GA,30058,BANK OF AMERICA NATL ASSOC,NC,424990,9-Jul-04,2004,84,30,2.0,0,0,1,1,Y,N,,31-Aug-04,10860.0,0.0,P I F,0.0,10000.0,5000.0
3328,1022005008,Kim C Musumeci dba Kim's Cupbo,HOMESTEAD,FL,33034,BANK OF AMERICA NATL ASSOC,NC,722110,9-Jul-04,2004,84,3,1.0,0,0,1,1,Y,N,,31-Jul-04,13589.0,0.0,P I F,0.0,13500.0,6750.0
3329,1022015000,"D & H Top Grade Millwork, Inc.",SANFORD,FL,32773,BANK OF AMERICA NATL ASSOC,NC,337212,9-Jul-04,2004,20,2,1.0,0,0,1,1,N,N,27-Feb-13,31-Jul-04,60000.0,0.0,CHGOFF,35935.0,60000.0,30000.0
3330,1022035006,Sue Lee dba Cachet,LAS VEGAS,NV,89138,BANK OF AMERICA NATL ASSOC,NC,448120,12-Jul-04,2004,84,4,1.0,0,0,1,1,Y,N,,31-Jul-04,39000.0,0.0,P I F,0.0,39000.0,19500.0
3331,1022045009,Willow Glen Bike Shop,SAN JOSE,CA,95125,BANK OF AMERICA NATL ASSOC,NC,451110,12-Jul-04,2004,84,2,1.0,0,0,1,1,Y,N,,31-Aug-04,25184.0,0.0,P I F,0.0,25000.0,12500.0
